event_id,customer_id,event_type,event_date,source
E000640,C0266,trial_start,2023-01-04,ads
E000641,C0266,activated,2023-01-09,ads
E000642,C0267,signup,2023-01-19,organic
E000643,C0267,signup,2023-01-19,organic
E000644,C0267,trial_start,2023-01-20,organic
E000645,C0267,activated,2023-01-24,organic
E000646,C0267,churned,2023-05-12,organic
E000647,C0268,signup,2023-01-29,referral
E000648,C0268,trial_start,2023-01-30,referral
E000649,C0269,signup,2023-03-04,ads
E000650,C0269,trial_start,2023-03-05,ads
E000651,C0269,activated,2023-03-08,ads
E000652,C0270,signup,2023-01-16,referral
E000653,C0270,churned,2023-02-20,referral
E000654,C0271,signup,2023-01-23,outbound
E000655,C0271,trial_start,2023-01-24,outbound
E000656,C0271,activated,2023-01-28,outbound
E000657,C0271,churned,2023-05-18,outbound
E000658,C0272,signup,2023-03-21,referral
E000659,C0272,trial_start,2023-03-22,referral
E000660,C0272,activated,2023-03-26,referral
E000661,C0273,signup,2023-01-10,referral
E000662,C0274,signup,2023-02-10,outbound
E000663,C0274,trial_start,2023-02-11,outbound
E000664,C0275,signup,2023-01-15,ads
E000665,C0276,signup,2023-02-11,ads
E000666,C0276,trial_start,2023-02-12,ads
E000667,C0276,activated,2023-02-15,ads
E000668,C0277,signup,2023-03-30,organic
E000669,C0277,trial_start,2023-03-31,organic
E000670,C0277,churned,2023-07-21,organic
E000671,C0278,signup,2023-02-19,outbound
E000672,C0278,trial_start,2023-02-20,outbound
E000673,C0278,activated,2023-02-25,outbound
E000674,C0279,signup,2023-02-19,outbound
E000675,C0279,signup,2023-02-19,outbound
E000676,C0280,signup,2023-03-31,outbound
E000677,C0280,signup,2023-03-31,outbound
E000678,C0280,trial_start,2023-04-01,outbound
E000679,C0280,activated,2023-04-02,outbound
E000680,C0281,signup,2023-01-18,organic
E000681,C0281,trial_start,2023-01-19,organic
E000682,C0281,activated,2023-01-21,organic
E000683,C0282,signup,2023-03-12,outbound
E000684,C0282,churned,2023-05-09,outbound
E000685,C0283,signup,2023-01-18,ads
E000686,C0283,trial_start,2023-01-19,ads
E000687,C0283,activated,2023-01-20,ads
E000688,C0284,signup,2023-02-17,organic
E000689,C0284,signup,2023-02-17,organic
E000690,C0284,trial_start,2023-02-18,organic
E000691,C0284,activated,2023-02-22,organic
E000692,C0285,signup,2023-01-04,outbound
E000693,C0285,trial_start,2023-01-05,outbound
E000694,C0285,activated,2023-01-06,outbound
E000695,C0286,signup,2023-01-20,organic
E000696,C0286,trial_start,2023-01-21,organic
E000697,C0286,activated,2023-01-26,organic
E000698,C0287,signup,2023-03-02,referral
E000699,C0287,trial_start,2023-03-03,referral
E000700,C0288,signup,2023-01-15,referral
E000701,C0288,churned,2023-03-08,referral
E000702,C0289,signup,2023-01-02,outbound
E000703,C0289,trial_start,2023-01-03,outbound
E000704,C0290,signup,2023-03-15,referral
E000705,C0291,signup,2023-02-04,outbound
E000706,C0291,trial_start,2023-02-05,outbound
E000707,C0291,churned,2023-04-02,outbound
E000708,C0292,signup,2023-03-21,organic
E000709,C0292,signup,2023-03-21,organic
E000710,C0292,trial_start,2023-03-22,organic
E000711,C0293,signup,2023-03-30,ads
E000712,C0293,trial_start,2023-03-31,ads
E000713,C0294,signup,2023-01-07,outbound
E000714,C0294,trial_start,2023-01-08,outbound
E000715,C0294,activated,2023-01-09,outbound
E000716,C0294,churned,2023-03-24,outbound
E000717,C0295,signup,2023-01-04,referral
E000718,C0295,trial_start,2023-01-05,referral
E000719,C0295,activated,2023-01-07,referral
E000720,C0296,signup,2023-01-25,referral
E000721,C0296,trial_start,2023-01-26,referral
E000722,C0296,activated,2023-01-29,referral
E000723,C0296,churned,2023-05-07,referral
E000724,C0297,signup,2023-03-14,ads
E000725,C0297,trial_start,2023-03-15,ads
E000726,C0297,activated,2023-03-16,ads
E000727,C0298,signup,2023-02-15,ads
E000728,C0299,signup,2023-02-20,referral
E000729,C0300,signup,2023-02-12,ads
E000730,C0300,churned,2023-04-02,ads
E000731,C0301,signup,2023-03-17,ads
E000732,C0301,trial_start,2023-03-18,ads
E000733,C0301,churned,2023-05-06,ads
E000734,C0302,signup,2023-03-29,outbound
E000735,C0302,churned,2023-05-27,outbound
E000736,C0303,signup,2023-03-29,outbound
E000737,C0303,churned,2023-07-01,outbound
E000738,C0304,signup,2023-02-27,referral
E000739,C0304,trial_start,2023-02-28,referral
E000740,C0304,activated,2023-03-04,referral
E000741,C0304,churned,2023-06-24,referral
E000742,C0305,signup,2023-01-31,organic
E000743,C0305,trial_start,2023-02-01,organic
E000744,C0305,activated,2023-02-03,organic
E000745,C0306,signup,2023-01-13,organic
E000746,C0306,trial_start,2023-01-14,organic
E000747,C0307,signup,2023-03-05,ads
E000748,C0307,signup,2023-03-05,ads
E000749,C0307,trial_start,2023-03-06,ads
E000750,C0307,churned,2023-05-09,ads
E000751,C0308,signup,2023-02-15,referral
E000752,C0308,signup,2023-02-15,referral
E000753,C0308,trial_start,2023-02-16,referral
E000754,C0309,signup,2023-02-02,organic
E000755,C0309,trial_start,2023-02-03,organic
E000756,C0310,signup,2023-01-06,organic
E000757,C0310,trial_start,2023-01-07,organic
E000758,C0310,activated,2023-01-12,organic
E000759,C0311,signup,2023-02-26,outbound
E000760,C0312,signup,2023-01-11,referral
E000761,C0312,trial_start,2023-01-12,referral
E000762,C0312,activated,2023-01-13,referral
E000763,C0313,signup,2023-02-01,ads
E000764,C0313,trial_start,2023-02-02,ads
E000765,C0313,activated,2023-02-03,ads
E000766,C0314,signup,2023-03-14,outbound
E000767,C0314,trial_start,2023-03-15,outbound
E000768,C0314,activated,2023-03-19,outbound
E000769,C0315,signup,2023-03-01,referral
E000770,C0315,trial_start,2023-03-02,referral
E000771,C0315,churned,2023-04-23,referral
E000772,C0316,signup,2023-02-20,ads
E000773,C0316,trial_start,2023-02-21,ads
E000774,C0316,activated,2023-02-24,ads
E000775,C0317,signup,2023-01-28,organic
E000776,C0317,trial_start,2023-01-29,organic
E000777,C0317,activated,2023-01-30,organic
E000778,C0318,signup,2023-01-19,organic
E000779,C0318,trial_start,2023-01-20,organic
E000780,C0318,activated,2023-01-25,organic
E000781,C0319,signup,2023-02-16,ads
E000782,C0319,churned,2023-04-14,ads
E000783,C0320,signup,2023-03-29,ads
E000784,C0320,trial_start,2023-03-30,ads
E000785,C0320,activated,2023-04-01,ads
E000786,C0320,churned,2023-06-18,ads
E000787,C0321,signup,2023-02-08,ads
E000788,C0321,trial_start,2023-02-09,ads
E000789,C0321,activated,2023-02-11,ads
E000790,C0322,signup,2023-01-24,referral
E000791,C0322,trial_start,2023-01-25,referral
E000792,C0323,signup,2023-01-22,referral
E000793,C0324,signup,2023-03-31,outbound
E000794,C0325,signup,2023-03-13,ads
E000795,C0325,trial_start,2023-03-14,ads
E000796,C0325,activated,2023-03-19,ads
E000797,C0326,signup,2023-03-27,referral
E000798,C0327,signup,2023-01-02,referral
E000799,C0327,trial_start,2023-01-03,referral
E000800,C0327,activated,2023-01-06,referral
E000801,C0327,churned,2023-04-28,referral
E000802,C0328,signup,2023-02-03,organic
E000803,C0328,trial_start,2023-02-04,organic
E000804,C0328,activated,2023-02-06,organic
E000805,C0329,signup,2023-01-05,ads
E000806,C0330,signup,2023-03-18,outbound
E000807,C0330,trial_start,2023-03-19,outbound
E000808,C0331,signup,2023-02-17,ads
E000809,C0331,trial_start,2023-02-18,ads
E000810,C0332,signup,2023-03-31,ads
E000811,C0333,signup,2023-02-15,referral
E000812,C0333,trial_start,2023-02-16,referral
E000813,C0334,signup,2023-02-28,outbound
E000814,C0334,trial_start,2023-03-01,outbound
E000815,C0334,activated,2023-03-06,outbound
E000816,C0335,signup,2023-03-26,referral
E000817,C0335,trial_start,2023-03-27,referral
E000818,C0335,activated,2023-04-01,referral
E000819,C0336,signup,2023-01-12,ads
E000820,C0336,trial_start,2023-01-13,ads
E000821,C0337,signup,2023-01-14,organic
E000822,C0338,signup,2023-03-23,ads
E000823,C0338,trial_start,2023-03-24,ads
E000824,C0338,activated,2023-03-27,ads
E000825,C0339,signup,2023-01-29,outbound
E000826,C0339,trial_start,2023-01-30,outbound
E000827,C0339,activated,2023-02-03,outbound
E000828,C0340,signup,2023-03-01,referral
E000829,C0341,signup,2023-01-01,organic
E000830,C0342,signup,2023-03-26,referral
E000831,C0343,signup,2023-03-28,organic
E000832,C0344,signup,2023-01-04,ads
E000833,C0344,trial_start,2023-01-05,ads
E000834,C0345,signup,2023-02-12,referral
E000835,C0345,trial_start,2023-02-13,referral
E000836,C0345,activated,2023-02-18,referral
E000837,C0346,signup,2023-03-20,outbound
E000838,C0347,signup,2023-01-17,organic
E000839,C0347,trial_start,2023-01-18,organic
E000840,C0348,signup,2023-03-08,referral
E000841,C0348,trial_start,2023-03-09,referral
E000842,C0348,churned,2023-04-22,referral
E000843,C0349,signup,2023-03-22,organic
E000844,C0349,churned,2023-06-01,organic
E000845,C0350,signup,2023-01-12,outbound
E000846,C0350,signup,2023-01-12,outbound
E000847,C0350,trial_start,2023-01-13,outbound
E000848,C0351,signup,2023-03-21,ads
E000849,C0351,churned,2023-06-07,ads
E000850,C0352,signup,2023-01-17,ads
E000851,C0352,trial_start,2023-01-18,ads
E000852,C0352,churned,2023-05-10,ads
E000853,C0353,signup,2023-02-08,outbound
E000854,C0354,signup,2023-02-03,organic
E000855,C0354,trial_start,2023-02-04,organic
E000856,C0355,signup,2023-01-15,ads
E000857,C0355,trial_start,2023-01-16,ads
E000858,C0355,activated,2023-01-19,ads
E000859,C0356,signup,2023-01-12,outbound
E000860,C0356,signup,2023-01-12,outbound
E000861,C0357,signup,2023-02-20,outbound
E000862,C0358,signup,2023-03-22,organic
E000863,C0358,signup,2023-03-22,organic
E000864,C0358,trial_start,2023-03-23,organic
E000865,C0358,activated,2023-03-26,organic
E000866,C0359,signup,2023-01-21,organic
E000867,C0359,trial_start,2023-01-22,organic
E000868,C0359,activated,2023-01-27,organic
E000869,C0360,signup,2023-01-16,ads
E000870,C0361,signup,2023-01-21,ads
E000871,C0361,trial_start,2023-01-22,ads
E000872,C0361,activated,2023-01-27,ads
E000873,C0361,churned,2023-02-22,ads
E000874,C0362,signup,2023-01-28,outbound
E000875,C0362,trial_start,2023-01-29,outbound
E000876,C0362,activated,2023-02-01,outbound
E000877,C0362,churned,2023-03-09,outbound
E000878,C0363,signup,2023-02-04,outbound
E000879,C0363,trial_start,2023-02-05,outbound
E000880,C0363,activated,2023-02-10,outbound
E000881,C0364,signup,2023-03-05,organic
E000882,C0365,signup,2023-01-23,referral
E000883,C0366,signup,2023-01-14,organic
E000884,C0367,signup,2023-03-04,outbound
E000885,C0367,trial_start,2023-03-05,outbound
E000886,C0367,activated,2023-03-08,outbound
E000887,C0368,signup,2023-03-19,ads
E000888,C0368,trial_start,2023-03-20,ads
E000889,C0368,activated,2023-03-21,ads
E000890,C0369,signup,2023-03-07,ads
E000891,C0369,trial_start,2023-03-08,ads
E000892,C0370,signup,2023-02-20,referral
E000893,C0370,signup,2023-02-20,referral
E000894,C0370,trial_start,2023-02-21,referral
E000895,C0370,activated,2023-02-23,referral
E000896,C0371,signup,2023-01-28,ads
E000897,C0371,trial_start,2023-01-29,ads
E000898,C0371,churned,2023-04-08,ads
E000899,C0372,signup,2023-02-12,ads
E000900,C0372,trial_start,2023-02-13,ads
E000901,C0372,activated,2023-02-15,ads
E000902,C0373,signup,2023-02-06,organic
E000903,C0373,trial_start,2023-02-07,organic
E000904,C0373,activated,2023-02-10,organic
E000905,C0374,signup,2023-03-15,ads
E000906,C0374,trial_start,2023-03-16,ads
E000907,C0375,signup,2023-01-26,referral
E000908,C0376,signup,2023-02-23,referral
E000909,C0376,trial_start,2023-02-24,referral
E000910,C0377,signup,2023-03-15,outbound
E000911,C0377,signup,2023-03-15,outbound
E000912,C0377,trial_start,2023-03-16,outbound
E000913,C0378,signup,2023-03-01,ads
E000914,C0379,signup,2023-02-13,ads
E000915,C0379,trial_start,2023-02-14,ads
E000916,C0379,activated,2023-02-18,ads
E000917,C0380,signup,2023-02-10,referral
E000918,C0380,trial_start,2023-02-11,referral
E000919,C0380,activated,2023-02-14,referral
E000920,C0381,signup,2023-02-20,ads
E000921,C0382,signup,2023-02-17,ads
E000922,C0382,trial_start,2023-02-18,ads
E000923,C0382,activated,2023-02-19,ads
E000924,C0382,churned,2023-04-29,ads
E000925,C0383,signup,2023-01-29,organic
E000926,C0383,trial_start,2023-01-30,organic
E000927,C0384,signup,2023-03-30,ads
E000928,C0384,trial_start,2023-03-31,ads
E000929,C0384,churned,2023-06-06,ads
E000930,C0385,signup,2023-02-03,ads
E000931,C0385,trial_start,2023-02-04,ads
E000932,C0386,signup,2023-01-18,outbound
E000933,C0386,trial_start,2023-01-19,outbound
E000934,C0386,activated,2023-01-21,outbound
E000935,C0387,signup,2023-03-23,organic
E000936,C0387,trial_start,2023-03-24,organic
E000937,C0387,activated,2023-03-29,organic
E000938,C0388,signup,2023-02-05,organic
E000939,C0388,churned,2023-04-09,organic
E000940,C0389,signup,2023-01-11,referral
E000941,C0389,churned,2023-05-03,referral
E000942,C0390,signup,2023-03-30,outbound
E000943,C0390,signup,2023-03-30,outbound
E000944,C0390,churned,2023-04-30,outbound
E000945,C0391,signup,2023-03-01,outbound
E000946,C0391,trial_start,2023-03-02,outbound
E000947,C0391,activated,2023-03-04,outbound
E000948,C0392,signup,2023-02-09,referral
E000949,C0392,trial_start,2023-02-10,referral
E000950,C0392,churned,2023-03-27,referral
E000951,C0393,signup,2023-02-16,outbound
E000952,C0393,trial_start,2023-02-17,outbound
E000953,C0393,churned,2023-05-08,outbound
E000954,C0394,signup,2023-01-09,outbound
E000955,C0394,trial_start,2023-01-10,outbound
E000956,C0394,activated,2023-01-15,outbound
E000957,C0395,signup,2023-03-01,outbound
E000958,C0395,churned,2023-05-28,outbound
E000959,C0396,signup,2023-02-04,outbound
E000960,C0396,signup,2023-02-04,outbound
E000961,C0396,trial_start,2023-02-05,outbound
E000962,C0396,activated,2023-02-08,outbound
E000963,C0396,churned,2023-05-15,outbound
E000964,C0397,signup,2023-02-15,ads
E000965,C0397,trial_start,2023-02-16,ads
E000966,C0397,activated,2023-02-21,ads
E000967,C0398,signup,2023-02-04,organic
E000968,C0398,trial_start,2023-02-05,organic
E000969,C0398,activated,2023-02-09,organic
E000970,C0398,churned,2023-03-30,organic
E000971,C0399,signup,2023-01-23,organic
E000972,C0399,trial_start,2023-01-24,organic
E000973,C0399,activated,2023-01-28,organic
E000974,C0399,churned,2023-02-28,organic
E000975,C0400,signup,2023-01-15,outbound
E000976,C0400,trial_start,2023-01-16,outbound
E000977,C0400,activated,2023-01-19,outbound
E000978,C0400,churned,2023-04-23,outbound
E000979,C0401,signup,2023-02-05,ads
E000980,C0401,trial_start,2023-02-06,ads
E000981,C0402,signup,2023-01-29,ads
E000982,C0403,signup,2023-01-22,outbound
E000983,C0403,trial_start,2023-01-23,outbound
E000984,C0403,activated,2023-01-28,outbound
E000985,C0404,signup,2023-01-13,ads
E000986,C0405,signup,2023-03-30,referral
E000987,C0405,trial_start,2023-03-31,referral
E000988,C0405,activated,2023-04-02,referral
E000989,C0406,signup,2023-01-19,organic
E000990,C0406,trial_start,2023-01-20,organic
E000991,C0406,activated,2023-01-21,organic
E000992,C0406,churned,2023-03-23,organic
E000993,C0407,signup,2023-01-22,ads
E000994,C0408,signup,2023-03-16,organic
E000995,C0408,signup,2023-03-16,organic
E000996,C0409,signup,2023-01-03,ads
E000997,C0410,signup,2023-01-19,outbound
E000998,C0410,trial_start,2023-01-20,outbound
E000999,C0411,signup,2023-02-14,organic
E001000,C0411,trial_start,2023-02-15,organic
E001001,C0411,activated,2023-02-18,organic
E001002,C0412,signup,2023-02-08,referral
E001003,C0413,signup,2023-01-15,organic
E001004,C0413,trial_start,2023-01-16,organic
E001005,C0413,churned,2023-04-07,organic
E001006,C0414,signup,2023-03-26,outbound
E001007,C0414,trial_start,2023-03-27,outbound
E001008,C0414,activated,2023-04-01,outbound
E001009,C0415,signup,2023-02-16,organic
E001010,C0415,trial_start,2023-02-17,organic
E001011,C0416,signup,2023-02-05,ads
E001012,C0416,trial_start,2023-02-06,ads
E001013,C0417,signup,2023-02-03,outbound
E001014,C0417,trial_start,2023-02-04,outbound
E001015,C0417,activated,2023-02-09,outbound
E001016,C0418,signup,2023-02-09,referral
E001017,C0418,trial_start,2023-02-10,referral
E001018,C0419,signup,2023-02-25,ads
E001019,C0419,trial_start,2023-02-26,ads
E001020,C0420,signup,2023-01-02,ads
E001021,C0420,trial_start,2023-01-03,ads
E001022,C0420,activated,2023-01-05,ads
E001023,C0421,signup,2023-03-21,referral
E001024,C0421,trial_start,2023-03-22,referral
E001025,C0421,activated,2023-03-23,referral
E001026,C0422,signup,2023-02-28,ads
E001027,C0422,signup,2023-02-28,ads
E001028,C0422,trial_start,2023-03-01,ads
E001029,C0422,activated,2023-03-02,ads
E001030,C0423,signup,2023-02-25,ads
E001031,C0423,churned,2023-04-13,ads
E001032,C0424,signup,2023-02-06,referral
E001033,C0424,trial_start,2023-02-07,referral
E001034,C0425,signup,2023-02-04,ads
E001035,C0426,signup,2023-02-07,ads
E001036,C0426,trial_start,2023-02-08,ads
E001037,C0426,activated,2023-02-12,ads
E001038,C0427,signup,2023-02-03,ads
E001039,C0427,trial_start,2023-02-04,ads
E001040,C0427,activated,2023-02-08,ads
E001041,C0428,signup,2023-03-16,referral
E001042,C0429,signup,2023-03-12,organic
E001043,C0429,trial_start,2023-03-13,organic
E001044,C0429,activated,2023-03-17,organic
E001045,C0430,signup,2023-02-25,organic
E001046,C0430,signup,2023-02-25,organic
E001047,C0430,trial_start,2023-02-26,organic
E001048,C0431,signup,2023-03-01,referral
E001049,C0431,trial_start,2023-03-02,referral
E001050,C0432,signup,2023-02-23,ads
E001051,C0432,signup,2023-02-23,ads
E001052,C0432,trial_start,2023-02-24,ads
E001053,C0433,signup,2023-01-17,referral
E001054,C0434,signup,2023-02-20,ads
E001055,C0434,trial_start,2023-02-21,ads
E001056,C0434,activated,2023-02-26,ads
E001057,C0435,signup,2023-01-11,ads
E001058,C0435,signup,2023-01-11,ads
E001059,C0436,signup,2023-03-18,referral
E001060,C0436,signup,2023-03-18,referral
E001061,C0436,trial_start,2023-03-19,referral
E001062,C0436,activated,2023-03-22,referral
E001063,C0437,signup,2023-03-16,ads
E001064,C0437,churned,2023-05-11,ads
E001065,C0438,signup,2023-03-13,outbound
E001066,C0438,trial_start,2023-03-14,outbound
E001067,C0438,activated,2023-03-16,outbound
E001068,C0439,signup,2023-01-01,referral
E001069,C0439,trial_start,2023-01-02,referral
E001070,C0439,activated,2023-01-03,referral
E001071,C0439,churned,2023-04-18,referral
E001072,C0440,signup,2023-03-08,ads
E001073,C0440,signup,2023-03-08,ads
E001074,C0440,trial_start,2023-03-09,ads
E001075,C0440,activated,2023-03-14,ads
E001076,C0441,signup,2023-01-16,ads
E001077,C0441,trial_start,2023-01-17,ads
E001078,C0441,activated,2023-01-19,ads
E001079,C0442,signup,2023-03-20,referral
E001080,C0443,signup,2023-01-19,organic
E001081,C0443,trial_start,2023-01-20,organic
E001082,C0444,signup,2023-03-07,outbound
E001083,C0444,trial_start,2023-03-08,outbound
E001084,C0444,activated,2023-03-11,outbound
E001085,C0445,signup,2023-03-17,ads
E001086,C0445,trial_start,2023-03-18,ads
E001087,C0445,activated,2023-03-19,ads
E001088,C0446,signup,2023-01-19,organic
E001089,C0446,signup,2023-01-19,organic
E001090,C0446,trial_start,2023-01-20,organic
E001091,C0446,activated,2023-01-21,organic
E001092,C0447,signup,2023-03-24,ads
E001093,C0447,trial_start,2023-03-25,ads
E001094,C0447,activated,2023-03-28,ads
E001095,C0448,signup,2023-02-28,organic
E001096,C0449,signup,2023-02-14,outbound
E001097,C0449,trial_start,2023-02-15,outbound
E001098,C0449,activated,2023-02-17,outbound
E001099,C0450,signup,2023-03-25,referral
E001100,C0450,trial_start,2023-03-26,referral
E001101,C0451,signup,2023-03-26,referral
E001102,C0451,trial_start,2023-03-27,referral
E001103,C0452,signup,2023-03-02,organic
E001104,C0452,trial_start,2023-03-03,organic
E001105,C0453,signup,2023-01-17,referral
E001106,C0453,trial_start,2023-01-18,referral
E001107,C0453,activated,2023-01-23,referral
E001108,C0454,signup,2023-01-09,organic
E001109,C0454,signup,2023-01-09,organic
E001110,C0454,churned,2023-02-20,organic
E001111,C0455,signup,2023-03-05,ads
E001112,C0455,trial_start,2023-03-06,ads
E001113,C0456,signup,2023-01-14,outbound
E001114,C0456,trial_start,2023-01-15,outbound
E001115,C0457,signup,2023-01-09,organic
E001116,C0457,signup,2023-01-09,organic
E001117,C0457,trial_start,2023-01-10,organic
E001118,C0457,activated,2023-01-11,organic
E001119,C0458,signup,2023-03-19,referral
E001120,C0458,trial_start,2023-03-20,referral
E001121,C0458,activated,2023-03-21,referral
E001122,C0459,signup,2023-01-18,organic
E001123,C0459,trial_start,2023-01-19,organic
E001124,C0459,activated,2023-01-22,organic
E001125,C0460,signup,2023-01-29,referral
E001126,C0460,trial_start,2023-01-30,referral
E001127,C0461,signup,2023-01-12,outbound
E001128,C0461,trial_start,2023-01-13,outbound
E001129,C0461,churned,2023-02-28,outbound
E001130,C0462,signup,2023-02-16,ads
E001131,C0462,trial_start,2023-02-17,ads
E001132,C0463,signup,2023-01-25,organic
E001133,C0463,trial_start,2023-01-26,organic
E001134,C0463,activated,2023-01-29,organic
E001135,C0464,signup,2023-01-09,outbound
E001136,C0464,trial_start,2023-01-10,outbound
E001137,C0465,signup,2023-03-08,outbound
E001138,C0465,trial_start,2023-03-09,outbound
E001139,C0465,activated,2023-03-14,outbound
E001140,C0466,signup,2023-01-29,ads
E001141,C0466,trial_start,2023-01-30,ads
E001142,C0467,signup,2023-01-09,referral
E001143,C0467,trial_start,2023-01-10,referral
E001144,C0467,activated,2023-01-15,referral
E001145,C0468,signup,2023-02-21,referral
E001146,C0468,trial_start,2023-02-22,referral
E001147,C0469,signup,2023-03-25,referral
E001148,C0469,signup,2023-03-25,referral
E001149,C0469,trial_start,2023-03-26,referral
E001150,C0469,activated,2023-03-29,referral
E001151,C0470,signup,2023-01-18,ads
E001152,C0471,signup,2023-01-31,ads
E001153,C0472,signup,2023-02-14,ads
E001154,C0473,signup,2023-03-12,ads
E001155,C0473,trial_start,2023-03-13,ads
E001156,C0473,churned,2023-06-13,ads
E001157,C0474,signup,2023-03-25,outbound
E001158,C0474,trial_start,2023-03-26,outbound
E001159,C0475,signup,2023-01-03,outbound
E001160,C0475,trial_start,2023-01-04,outbound
E001161,C0475,churned,2023-04-20,outbound
E001162,C0476,signup,2023-03-29,organic
E001163,C0476,trial_start,2023-03-30,organic
E001164,C0476,activated,2023-04-03,organic
E001165,C0477,signup,2023-02-25,outbound
E001166,C0477,trial_start,2023-02-26,outbound
E001167,C0477,activated,2023-02-27,outbound
E001168,C0478,signup,2023-02-15,referral
E001169,C0478,trial_start,2023-02-16,referral
E001170,C0478,activated,2023-02-18,referral
E001171,C0478,churned,2023-03-18,referral
E001172,C0479,signup,2023-02-22,outbound
E001173,C0480,signup,2023-01-02,ads
E001174,C0480,trial_start,2023-01-03,ads
E001175,C0480,activated,2023-01-04,ads
E001176,C0480,churned,2023-02-24,ads
E001177,C0481,signup,2023-01-06,referral
E001178,C0481,trial_start,2023-01-07,referral
E001179,C0482,signup,2023-03-19,outbound
E001180,C0482,trial_start,2023-03-20,outbound
E001181,C0482,churned,2023-06-26,outbound
E001182,C0483,signup,2023-03-05,outbound
E001183,C0484,signup,2023-02-26,outbound
E001184,C0485,signup,2023-03-25,referral
E001185,C0486,signup,2023-01-07,ads
E001186,C0486,trial_start,2023-01-08,ads
E001187,C0487,signup,2023-01-27,ads
E001188,C0488,signup,2023-03-12,referral
E001189,C0488,trial_start,2023-03-13,referral
E001190,C0488,churned,2023-05-11,referral
E001191,C0489,signup,2023-03-25,organic
E001192,C0489,churned,2023-04-28,organic
E001193,C0490,signup,2023-02-05,referral
E001194,C0490,trial_start,2023-02-06,referral
E001195,C0490,churned,2023-05-24,referral
E001196,C0491,signup,2023-03-05,organic
E001197,C0491,signup,2023-03-05,organic
E001198,C0491,trial_start,2023-03-06,organic
E001199,C0491,activated,2023-03-08,organic
E001200,C0491,churned,2023-04-27,organic
E001201,C0492,signup,2023-03-10,organic
E001202,C0492,signup,2023-03-10,organic
E001203,C0492,trial_start,2023-03-11,organic
E001204,C0492,activated,2023-03-14,organic
E001205,C0493,signup,2023-02-03,referral
E001206,C0493,trial_start,2023-02-04,referral
E001207,C0494,signup,2023-02-24,organic
E001208,C0495,signup,2023-03-12,ads
E001209,C0496,signup,2023-02-24,organic
E001210,C0496,trial_start,2023-02-25,organic
E001211,C0496,activated,2023-02-27,organic
E001212,C0497,signup,2023-01-31,organic
E001213,C0497,trial_start,2023-02-01,organic
E001214,C0498,signup,2023-02-01,ads
E001215,C0498,trial_start,2023-02-02,ads
E001216,C0498,activated,2023-02-03,ads
E001217,C0499,signup,2023-02-04,referral
E001218,C0500,signup,2023-01-16,ads
E001219,C0500,trial_start,2023-01-17,ads
E001220,C0501,signup,2023-03-01,organic
E001221,C0501,signup,2023-03-01,organic
E001222,C0501,trial_start,2023-03-02,organic
E001223,C0501,activated,2023-03-05,organic
E001224,C0502,signup,2023-02-22,outbound
E001225,C0502,signup,2023-02-22,outbound
E001226,C0503,signup,2023-01-09,referral
E001227,C0503,trial_start,2023-01-10,referral
E001228,C0504,signup,2023-01-17,organic
E001229,C0504,trial_start,2023-01-18,organic
E001230,C0505,signup,2023-01-15,outbound
E001231,C0505,trial_start,2023-01-16,outbound
E001232,C0505,activated,2023-01-20,outbound
E001233,C0506,signup,2023-03-12,ads
E001234,C0506,trial_start,2023-03-13,ads
E001235,C0507,signup,2023-01-03,referral
E001236,C0508,signup,2023-03-18,ads
E001237,C0508,trial_start,2023-03-19,ads
E001238,C0508,activated,2023-03-20,ads
E001239,C0509,signup,2023-01-27,outbound
E001240,C0509,trial_start,2023-01-28,outbound
E001241,C0510,signup,2023-02-06,organic
E001242,C0510,trial_start,2023-02-07,organic
E001243,C0511,signup,2023-03-25,organic
E001244,C0512,signup,2023-01-21,ads
E001245,C0512,trial_start,2023-01-22,ads
E001246,C0512,activated,2023-01-27,ads
E001247,C0512,churned,2023-05-08,ads
E001248,C0513,signup,2023-02-10,outbound
E001249,C0514,signup,2023-01-28,referral
E001250,C0514,trial_start,2023-01-29,referral
E001251,C0514,churned,2023-05-21,referral
E001252,C0515,signup,2023-01-10,ads
E001253,C0516,signup,2023-03-10,organic
E001254,C0517,signup,2023-03-19,ads
E001255,C0517,trial_start,2023-03-20,ads
E001256,C0517,activated,2023-03-23,ads
E001257,C0517,churned,2023-06-30,ads
E001258,C0518,signup,2023-02-01,referral
E001259,C0519,signup,2023-02-28,outbound
E001260,C0520,signup,2023-02-22,organic
E001261,C0520,trial_start,2023-02-23,organic
E001262,C0520,activated,2023-02-26,organic
E001263,C0521,signup,2023-02-27,outbound
E001264,C0521,trial_start,2023-02-28,outbound
E001265,C0522,signup,2023-02-22,outbound
E001266,C0522,trial_start,2023-02-23,outbound
E001267,C0523,signup,2023-02-10,referral
E001268,C0523,trial_start,2023-02-11,referral
E001269,C0523,activated,2023-02-13,referral
E001270,C0524,signup,2023-01-24,outbound
E001271,C0524,trial_start,2023-01-25,outbound
E001272,C0524,activated,2023-01-28,outbound
E001273,C0525,signup,2023-01-13,organic
E001274,C0525,trial_start,2023-01-14,organic
E001275,C0525,activated,2023-01-16,organic
E001276,C0526,signup,2023-03-07,outbound
E001277,C0527,signup,2023-01-17,referral
E001278,C0527,trial_start,2023-01-18,referral
E001279,C0527,churned,2023-03-31,referral
